model,name,band_config,n_channels,image_size,num_classes,task,head_type,gflops_backbone,gflops_head,gflops_probe,gflops_total,params_backbone_m,params_head_m,params_probe_m,feature_dim,pool,n_tokens,throughput_samples_per_sec,latency_ms_per_batch_p50,peak_gpu_mem_gb,reserved_gpu_mem_gb,timing_batch_size,lenient_grad_hooks,measured_at
torchgeo_bench.models.TimmPatchBenchModel,mobilenetv3_large_100,rgb,3,224,10,classification,,0.43061952,,2.56e-05,0.43064512,4.202032,,0.01281,1280,,,7009.186511642959,9.129932383075356,0.5680661201477051,0.673828125,64.0,True,2026-08-10T15:01:49+00:00
torchgeo_bench.models.TimmPatchBenchModel,mobilenetv3_large_100,rgb,3,224,4,segmentation,fpn,,4.14654464,,,4.202032,2.681236,,1224,,,,,,,,True,2026-08-10T15:01:49+00:00
torchgeo_bench.models.TimmPatchBenchModel,mobilenetv3_large_100,rgb,3,224,4,segmentation,dpt,,36.824367104,,,4.202032,10.620564,,1224,,,,,,,,True,2026-08-10T15:01:49+00:00
torchgeo_bench.models.TimmPatchBenchModel,mobilenetv3_large_100,s2,12,224,10,classification,,0.463133568,,2.56e-05,0.463159168,4.203328,,0.01281,1280,,,7553.925490394901,8.4730030503124,0.8577103614807129,0.921875,64.0,True,2026-08-10T15:01:50+00:00
torchgeo_bench.models.TimmPatchBenchModel,mobilenetv3_large_100,s2,12,224,4,segmentation,fpn,,4.14654464,,,4.203328,2.681236,,1224,,,,,,,,True,2026-08-10T15:01:50+00:00
torchgeo_bench.models.TimmPatchBenchModel,mobilenetv3_large_100,s2,12,224,4,segmentation,dpt,,36.824367104,,,4.203328,10.620564,,1224,,,,,,,,True,2026-08-10T15:01:50+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet18,rgb,3,224,10,classification,,3.627122688,,1.024e-05,3.627132928,11.176512,,0.00513,512,,,7916.836699434934,8.080810541287065,0.5321998596191406,0.59375,64.0,True,2026-08-10T15:02:07+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet18,rgb,3,224,4,segmentation,fpn,,5.131599872,,,11.176512,2.613124,,960,,,,,,,,True,2026-08-10T15:02:07+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet18,rgb,3,224,4,segmentation,dpt,,36.942381056,,,11.176512,10.552452,,960,,,,,,,,True,2026-08-10T15:02:07+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet18,s2,12,224,10,classification,,4.3352064,,1.024e-05,4.33521664,11.204736,,0.00513,512,,,7422.1373559492795,8.617563871666789,0.9606056213378906,1.130859375,64.0,True,2026-08-10T15:02:08+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet18,s2,12,224,4,segmentation,fpn,,5.131599872,,,11.204736,2.613124,,960,,,,,,,,True,2026-08-10T15:02:08+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet18,s2,12,224,4,segmentation,dpt,,36.942381056,,,11.204736,10.552452,,960,,,,,,,,True,2026-08-10T15:02:08+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet50,rgb,3,224,10,classification,,8.174272512,,4.096e-05,8.174313472,23.508032,,0.02049,2048,,,2764.4767609357505,22.22336712293327,0.7816519737243652,1.029296875,64.0,True,2026-08-10T15:02:24+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet50,rgb,3,224,4,segmentation,fpn,,5.709627392,,,23.508032,3.356164,,3840,,,,,,,,True,2026-08-10T15:02:24+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet50,rgb,3,224,4,segmentation,dpt,,37.520408576,,,23.508032,11.295492,,3840,,,,,,,,True,2026-08-10T15:02:25+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet50,s2,12,224,10,classification,,8.882356224,,4.096e-05,8.882397184,23.536256,,0.02049,2048,,,2689.175547949811,23.798408452421427,1.1594972610473633,1.619140625,64.0,True,2026-08-10T15:02:26+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet50,s2,12,224,4,segmentation,fpn,,5.709627392,,,23.536256,3.356164,,3840,,,,,,,,True,2026-08-10T15:02:26+00:00
torchgeo_bench.models.TimmPatchBenchModel,resnet50,s2,12,224,4,segmentation,dpt,,37.520408576,,,23.536256,11.295492,,3840,,,,,,,,True,2026-08-10T15:02:26+00:00
torchgeo_bench.models.TimmPatchBenchModel,swin_tiny_patch4_window7_224,rgb,3,224,10,classification,,8.979597312,,1.536e-05,8.979612672,27.519354,,0.00769,768,,3136,1132.5487745383884,56.48233229294419,1.0864615440368652,1.759765625,64.0,True,2026-08-10T15:02:43+00:00
torchgeo_bench.models.TimmPatchBenchModel,swin_tiny_patch4_window7_224,rgb,3,224,4,segmentation,fpn,,5.227937792,,,27.519354,2.736964,,1440,,3136,,,,,,True,2026-08-10T15:02:43+00:00
torchgeo_bench.models.TimmPatchBenchModel,swin_tiny_patch4_window7_224,rgb,3,224,4,segmentation,dpt,,37.038718976,,,27.519354,10.676292,,1440,,3136,,,,,,True,2026-08-10T15:02:44+00:00
torchgeo_bench.models.TimmPatchBenchModel,swin_tiny_patch4_window7_224,s2,12,224,10,classification,,9.06630144,,1.536e-05,9.066316800000001,27.533178,,0.00769,768,,3136,1110.8093201326187,57.612020056694746,1.4616966247558594,2.10546875,64.0,True,2026-08-10T15:02:46+00:00
torchgeo_bench.models.TimmPatchBenchModel,swin_tiny_patch4_window7_224,s2,12,224,4,segmentation,fpn,,5.227937792,,,27.533178,2.736964,,1440,,3136,,,,,,True,2026-08-10T15:02:46+00:00
torchgeo_bench.models.TimmPatchBenchModel,swin_tiny_patch4_window7_224,s2,12,224,4,segmentation,dpt,,37.038718976,,,27.533178,10.676292,,1440,,3136,,,,,,True,2026-08-10T15:02:46+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224,rgb,3,224,10,classification,,35.126120448,,1.536e-05,35.126135808,85.798656,,0.00769,768,,196,483.78374314254995,132.1999265346676,0.8332967758178711,1.0078125,64.0,True,2026-08-10T15:03:09+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224,rgb,3,224,4,segmentation,fpn,,1.234731008,,,85.798656,3.15802,,3072,,196,,,,,,True,2026-08-10T15:03:10+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224,rgb,3,224,4,segmentation,dpt,,147.307102208,,,85.798656,11.097348,,3072,,196,,,,,,True,2026-08-10T15:03:10+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224,s2,12,224,10,classification,,35.819753472,,1.536e-05,35.819768832,87.568128,,0.00769,768,,196,481.4043169072027,132.90826161392033,1.4326210021972656,1.70703125,64.0,True,2026-08-10T15:03:14+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224,s2,12,224,4,segmentation,fpn,,1.234731008,,,87.568128,3.15802,,3072,,196,,,,,,True,2026-08-10T15:03:14+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224,s2,12,224,4,segmentation,dpt,,147.307102208,,,87.568128,11.097348,,3072,,196,,,,,,True,2026-08-10T15:03:14+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224,rgb,3,224,10,classification,,123.107377152,,2.048e-05,123.107397632,303.301632,,0.01025,1024,,196,143.6238411252301,445.5418512225151,1.7906532287597656,1.974609375,64.0,True,2026-08-10T15:03:53+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224,rgb,3,224,4,segmentation,fpn,,1.337491456,,,303.301632,3.422212,,4096,,196,,,,,,True,2026-08-10T15:03:53+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224,rgb,3,224,4,segmentation,dpt,,147.409862656,,,303.301632,11.36154,,4096,,196,,,,,,True,2026-08-10T15:03:53+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224,s2,12,224,10,classification,,124.032221184,,2.048e-05,124.032241664,305.660928,,0.01025,1024,,196,143.50246485561684,445.98556449636817,3.2053470611572266,3.41796875,64.0,True,2026-08-10T15:04:07+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224,s2,12,224,4,segmentation,fpn,,1.337491456,,,305.660928,3.422212,,4096,,196,,,,,,True,2026-08-10T15:04:07+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224,s2,12,224,4,segmentation,dpt,,147.409862656,,,305.660928,11.36154,,4096,,196,,,,,,True,2026-08-10T15:04:07+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat,rgb,3,224,4,segmentation,fpn,,1.746927616,,,303.079424,3.422212,,4096,,196,,,,,,True,2026-08-10T15:05:08+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat,rgb,3,224,4,segmentation,dpt,,192.535330816,,,303.079424,11.36154,,4096,,196,,,,,,True,2026-08-10T15:05:08+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat,s2,12,224,4,segmentation,fpn,,1.746927616,,,305.43872,3.422212,,4096,,196,,,,,,True,2026-08-10T15:05:11+00:00
torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat,s2,12,224,4,segmentation,dpt,,192.535330816,,,305.43872,11.36154,,4096,,196,,,,,,True,2026-08-10T15:05:12+00:00
torchgeo_bench.models.TorchGeoDOFABench,tgeo_dofa_base,rgb,3,224,4,segmentation,fpn,,1.234731008,,,111.346733,3.15802,,3072,,196,,,,,,True,2026-08-10T15:06:27+00:00
torchgeo_bench.models.TorchGeoDOFABench,tgeo_dofa_base,rgb,3,224,4,segmentation,dpt,,147.307102208,,,111.346733,11.097348,,3072,,196,,,,,,True,2026-08-10T15:06:27+00:00
torchgeo_bench.models.TorchGeoPanopticonBench,tgeo_panopticon,rgb,3,224,4,segmentation,fpn,,1.612709888,,,98.120448,3.15802,,3072,,256,,,,,,True,2026-08-10T15:07:26+00:00
torchgeo_bench.models.TorchGeoPanopticonBench,tgeo_panopticon,rgb,3,224,4,segmentation,dpt,,192.401113088,,,98.120448,11.097348,,3072,,256,,,,,,True,2026-08-10T15:07:26+00:00
torchgeo_bench.models.TorchGeoPanopticonBench,tgeo_panopticon,s2,12,224,4,segmentation,fpn,,1.612709888,,,98.120448,3.15802,,3072,,256,,,,,,True,2026-08-10T15:07:28+00:00
torchgeo_bench.models.TorchGeoPanopticonBench,tgeo_panopticon,s2,12,224,4,segmentation,dpt,,192.401113088,,,98.120448,11.097348,,3072,,256,,,,,,True,2026-08-10T15:07:28+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow,rgb,3,224,4,segmentation,fpn,,1.337491456,,,304.326632,3.422212,,4096,mean,196,,,,,,True,2026-08-10T15:09:12+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow,rgb,3,224,4,segmentation,dpt,,147.409862656,,,304.326632,11.36154,,4096,mean,196,,,,,,True,2026-08-10T15:09:13+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow_cls,rgb,3,224,4,segmentation,fpn,,1.337491456,,,304.326632,3.422212,,4096,cls,196,,,,,,True,2026-08-10T15:09:36+00:00
torchgeo_bench.models.TorchGeoScaleMAEBench,tgeo_scalemae_large_fmow_cls,rgb,3,224,4,segmentation,dpt,,147.409862656,,,304.326632,11.36154,,4096,cls,196,,,,,,True,2026-08-10T15:09:36+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,rgb,3,224,4,segmentation,fpn,,6.954156032,,,86.905848,2.860804,,1920,,,,,,,,True,2026-08-10T15:10:01+00:00
torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,rgb,3,224,4,segmentation,dpt,,48.502931456,,,86.905848,10.800132,,1920,,,,,,,,True,2026-08-10T15:10:01+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_10m,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,167.43289044998485,376.36820296756923,1.4148335456848145,1.826171875,64,True,2026-08-17T23:23:43+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_10m,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,178.7820316804633,348.8854062743485,1.5234761238098145,1.943359375,64,True,2026-08-17T23:23:51+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_10m_x150,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,166.99677499493905,369.9774427805096,1.4148335456848145,1.826171875,64,True,2026-08-17T23:24:15+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_10m_x150,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,175.16512718475286,361.0273003578186,1.5234761238098145,1.943359375,64,True,2026-08-17T23:24:24+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_raw,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,189.35262861285793,335.86821518838406,1.4148335456848145,1.826171875,64,True,2026-08-17T23:24:49+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_raw,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,200.601014150163,317.5377636216581,1.5234761238098145,1.943359375,64,True,2026-08-17T23:24:57+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_x100,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,188.72810768778086,338.0056214518845,1.4148335456848145,1.826171875,64,True,2026-08-17T23:25:18+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_x100,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,202.21378811623543,315.3531386051327,1.5234761238098145,1.943359375,64,True,2026-08-17T23:25:25+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_x143,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,170.22348950083384,362.86071641370654,1.4148335456848145,1.826171875,64,True,2026-08-17T23:25:53+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_x143,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,190.40076072000292,335.82723792642355,1.5234761238098145,1.943359375,64,True,2026-08-17T23:26:01+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_x150,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,171.6412995360414,363.63066639751196,1.4148335456848145,1.826171875,64,True,2026-08-17T23:26:22+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_lsat_x150,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,185.05510719184048,337.62226067483425,1.5234761238098145,1.943359375,64,True,2026-08-17T23:26:31+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_naip_rgb,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,173.8957194053645,361.2462405581027,1.4148335456848145,1.826171875,64,True,2026-08-17T23:26:57+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_naip_rgb,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,191.09199512534096,332.62601401656866,1.5234761238098145,1.943359375,64,True,2026-08-17T23:27:05+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_sar_db,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,190.1067730960337,335.1222600322217,1.4148335456848145,1.826171875,64,True,2026-08-17T23:27:26+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_sar_db,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,200.78024088179697,318.2406658306718,1.5234761238098145,1.943359375,64,True,2026-08-17T23:27:34+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_t1,rgb,3,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,190.55426253742456,335.3633489459753,1.4148335456848145,1.826171875,64,True,2026-08-17T23:27:58+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_t1,s2,12,224,10,classification,,15.182856192,,2.56e-06,15.182858752,3.55072,,0.00129,128,,784,200.9862485698571,316.96004304103553,1.5234761238098145,1.943359375,64,True,2026-08-17T23:28:05+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_t6,rgb,3,224,10,classification,,430.977318912,,2.56e-06,430.97732147199997,3.55072,,0.00129,128,,784,11.198668805967015,5705.692056566477,7.346836090087891,10.080078125,64,True,2026-08-17T23:30:30+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_nano_t6,s2,12,224,10,classification,,430.977318912,,2.56e-06,430.97732147199997,3.55072,,0.00129,128,,784,14.855304008807773,4281.611364567652,7.455478668212891,10.294921875,64,True,2026-08-17T23:32:10+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base,rgb,3,224,10,classification,,160.845791232,,1.536e-05,160.845806592,257.527616,,0.00769,768,,784,130.20750405320425,490.4508905019611,3.366271495819092,4.1328125,64.0,True,2026-08-17T23:32:40+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base,rgb,3,224,4,segmentation,fpn,,4.938924032,,,257.527616,3.15802,,3072,,784,,,,,,True,2026-08-17T23:32:40+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base,rgb,3,224,4,segmentation,dpt,,589.228408832,,,257.527616,11.097348,,3072,,784,,,,,,True,2026-08-17T23:32:41+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base,s2,12,224,10,classification,,160.845791232,,1.536e-05,160.845806592,257.527616,,0.00769,768,,784,158.49541259825995,403.0887938570231,4.497451305389404,6.03125,64.0,True,2026-08-17T23:32:53+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base,s2,12,224,4,segmentation,fpn,,4.938924032,,,257.527616,3.15802,,3072,,784,,,,,,True,2026-08-17T23:32:53+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base,s2,12,224,4,segmentation,dpt,,589.228408832,,,257.527616,11.097348,,3072,,784,,,,,,True,2026-08-17T23:32:53+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base_landsat_as_s2,rgb,3,224,10,classification,,160.845791232,,1.536e-05,160.845806592,257.527616,,0.00769,768,,784,129.52605925399658,490.93766091391444,3.366271495819092,4.1328125,64.0,True,2026-08-17T23:33:17+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base_landsat_as_s2,rgb,3,224,4,segmentation,fpn,,4.938924032,,,257.527616,3.15802,,3072,,784,,,,,,True,2026-08-17T23:33:17+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base_landsat_as_s2,rgb,3,224,4,segmentation,dpt,,589.228408832,,,257.527616,11.097348,,3072,,784,,,,,,True,2026-08-17T23:33:18+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base_landsat_as_s2,s2,12,224,10,classification,,160.845791232,,1.536e-05,160.845806592,257.527616,,0.00769,768,,784,146.8889371969617,431.1596555635333,4.497451305389404,6.03125,64.0,True,2026-08-17T23:33:30+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base_landsat_as_s2,s2,12,224,4,segmentation,fpn,,4.938924032,,,257.527616,3.15802,,3072,,784,,,,,,True,2026-08-17T23:33:30+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_base_landsat_as_s2,s2,12,224,4,segmentation,dpt,,589.228408832,,,257.527616,11.097348,,3072,,784,,,,,,True,2026-08-17T23:33:30+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano,rgb,3,224,10,classification,,2.660532224,,2.56e-06,2.6605347839999998,4.225536,,0.00129,128,,784,263.1329247468463,240.4539284761995,0.8414616584777832,0.84765625,64.0,True,2026-08-17T23:33:51+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano,rgb,3,224,4,segmentation,fpn,,3.911319552,,,4.225536,2.49754,,512,,784,,,,,,True,2026-08-17T23:33:51+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano,rgb,3,224,4,segmentation,dpt,,588.200804352,,,4.225536,10.436868,,512,,784,,,,,,True,2026-08-17T23:33:52+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano,s2,12,224,10,classification,,2.660532224,,2.56e-06,2.6605347839999998,4.225536,,0.00129,128,,784,286.54053910325155,222.0254554413259,1.0155768394470215,1.13671875,64.0,True,2026-08-17T23:33:57+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano,s2,12,224,4,segmentation,fpn,,3.911319552,,,4.225536,2.49754,,512,,784,,,,,,True,2026-08-17T23:33:57+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano,s2,12,224,4,segmentation,dpt,,588.200804352,,,4.225536,10.436868,,512,,784,,,,,,True,2026-08-17T23:33:57+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano_landsat_as_s2,rgb,3,224,10,classification,,2.660532224,,2.56e-06,2.6605347839999998,4.225536,,0.00129,128,,784,261.87094506656774,242.62030981481075,0.8414616584777832,0.84765625,64.0,True,2026-08-17T23:34:13+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano_landsat_as_s2,rgb,3,224,4,segmentation,fpn,,3.911319552,,,4.225536,2.49754,,512,,784,,,,,,True,2026-08-17T23:34:13+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano_landsat_as_s2,rgb,3,224,4,segmentation,dpt,,588.200804352,,,4.225536,10.436868,,512,,784,,,,,,True,2026-08-17T23:34:14+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano_landsat_as_s2,s2,12,224,10,classification,,2.660532224,,2.56e-06,2.6605347839999998,4.225536,,0.00129,128,,784,286.84490576863294,222.52238146029413,1.0155768394470215,1.13671875,64.0,True,2026-08-17T23:34:19+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano_landsat_as_s2,s2,12,224,4,segmentation,fpn,,3.911319552,,,4.225536,2.49754,,512,,784,,,,,,True,2026-08-17T23:34:19+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_nano_landsat_as_s2,s2,12,224,4,segmentation,dpt,,588.200804352,,,4.225536,10.436868,,512,,784,,,,,,True,2026-08-17T23:34:19+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small,rgb,3,224,10,classification,,47.167045632,,7.68e-06,47.167053312,78.633632,,0.00385,384,,784,171.32202230963725,350.1310828141868,2.360830783843994,2.40234375,64.0,True,2026-08-17T23:34:42+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small,rgb,3,224,4,segmentation,fpn,,4.322361344,,,78.633632,2.761732,,1536,,784,,,,,,True,2026-08-17T23:34:42+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small,rgb,3,224,4,segmentation,dpt,,588.611846144,,,78.633632,10.70106,,1536,,784,,,,,,True,2026-08-17T23:34:42+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small,s2,12,224,10,classification,,47.167045632,,7.68e-06,47.167053312,78.633632,,0.00385,384,,784,189.27307718243767,336.7400299757719,2.820909023284912,3.0,64.0,True,2026-08-17T23:34:51+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small,s2,12,224,4,segmentation,fpn,,4.322361344,,,78.633632,2.761732,,1536,,784,,,,,,True,2026-08-17T23:34:51+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small,s2,12,224,4,segmentation,dpt,,588.611846144,,,78.633632,10.70106,,1536,,784,,,,,,True,2026-08-17T23:34:51+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small_landsat_as_s2,rgb,3,224,10,classification,,47.167045632,,7.68e-06,47.167053312,78.633632,,0.00385,384,,784,180.7879073070264,352.63044852763414,2.360830783843994,2.40234375,64.0,True,2026-08-17T23:35:16+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small_landsat_as_s2,rgb,3,224,4,segmentation,fpn,,4.322361344,,,78.633632,2.761732,,1536,,784,,,,,,True,2026-08-17T23:35:17+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small_landsat_as_s2,rgb,3,224,4,segmentation,dpt,,588.611846144,,,78.633632,10.70106,,1536,,784,,,,,,True,2026-08-17T23:35:17+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small_landsat_as_s2,s2,12,224,10,classification,,47.167045632,,7.68e-06,47.167053312,78.633632,,0.00385,384,,784,193.60508159160807,333.9924782048911,2.820909023284912,3.0,64.0,True,2026-08-17T23:35:26+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small_landsat_as_s2,s2,12,224,4,segmentation,fpn,,4.322361344,,,78.633632,2.761732,,1536,,784,,,,,,True,2026-08-17T23:35:26+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_small_landsat_as_s2,s2,12,224,4,segmentation,dpt,,588.611846144,,,78.633632,10.70106,,1536,,784,,,,,,True,2026-08-17T23:35:26+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_tiny,rgb,3,224,10,classification,,15.298461696,,3.84e-06,15.298465536,26.78792,,0.00193,192,,784,211.9687919000372,297.9586909059435,2.1677675247192383,2.1796875,64.0,True,2026-08-17T23:35:46+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_tiny,rgb,3,224,4,segmentation,fpn,,4.01408,,,26.78792,2.563588,,768,,784,,,,,,True,2026-08-17T23:35:46+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_tiny,rgb,3,224,4,segmentation,dpt,,588.3035648,,,26.78792,10.502916,,768,,784,,,,,,True,2026-08-17T23:35:47+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_tiny,s2,12,224,10,classification,,15.298461696,,3.84e-06,15.298465536,26.78792,,0.00193,192,,784,227.6723315113201,279.17840890586376,2.427736759185791,2.556640625,64.0,True,2026-08-17T23:35:54+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_tiny,s2,12,224,4,segmentation,fpn,,4.01408,,,26.78792,2.563588,,768,,784,,,,,,True,2026-08-17T23:35:54+00:00
torchgeo_bench.models.OlmoEarthBenchModel,olmoearth_v1_2_tiny,s2,12,224,4,segmentation,dpt,,588.3035648,,,26.78792,10.502916,,768,,784,,,,,,True,2026-08-17T23:35:54+00:00
